,nasid,position,ts,mac,controllerid,pwr,count
2945,4589,center,2018-02-13 12:47:32,c0:ee:fb:72:0c:27,[2],[-67.46428571428571],1
2946,4589,center,2018-02-13 12:47:33,c0:ee:fb:72:0c:27,[3],[-78.0],1
2947,4589,center,2018-02-13 12:47:34,c0:ee:fb:72:0c:27,[1],[-45.64705882352941],1
2948,4589,center,2018-02-13 12:47:35,c0:ee:fb:72:0c:27,[4],[-70.94117647058823],1
2949,4589,center,2018-02-13 12:47:37,c0:ee:fb:72:0c:27,"[2, 3]","[-66.0, -78.66666666666667]",2
2950,4589,center,2018-02-13 12:47:39,c0:ee:fb:72:0c:27,[1],[-42.142857142857146],1
2951,4589,center,2018-02-13 12:47:40,c0:ee:fb:72:0c:27,"[3, 4]","[-81.6, -72.16666666666667]",2
2952,4589,center,2018-02-13 12:47:43,c0:ee:fb:72:0c:27,"[1, 2]","[-43.54545454545455, -68.88888888888889]",2
2953,4589,center,2018-02-13 12:47:44,c0:ee:fb:72:0c:27,[4],[-72.57142857142857],1
2954,4589,center,2018-02-13 12:47:46,c0:ee:fb:72:0c:27,[3],[-80.42857142857143],1
2955,4589,center,2018-02-13 12:47:49,c0:ee:fb:72:0c:27,"[1, 4]","[-42.0, -73.0]",2
2956,4589,center,2018-02-13 12:47:50,c0:ee:fb:72:0c:27,[2],[-67.55555555555556],1
2957,4589,center,2018-02-13 12:47:51,c0:ee:fb:72:0c:27,[3],[-78.875],1
2958,4589,center,2018-02-13 12:47:53,c0:ee:fb:72:0c:27,[4],[-75.4],1
2959,4589,center,2018-02-13 12:47:54,c0:ee:fb:72:0c:27,"[1, 2]","[-42.333333333333336, -66.66666666666667]",2
2960,4589,center,2018-02-13 12:47:57,c0:ee:fb:72:0c:27,[4],[-74.0],1
2961,4589,center,2018-02-13 12:47:58,c0:ee:fb:72:0c:27,"[1, 2, 3]","[-42.111111111111114, -63.94444444444444, -79.55555555555556]",3
2962,4589,center,2018-02-13 12:48:00,c0:ee:fb:72:0c:27,[4],[-74.55555555555556],1
2963,4589,center,2018-02-13 12:48:01,c0:ee:fb:72:0c:27,[1],[-47.25],1
2964,4589,center,2018-02-13 12:48:02,c0:ee:fb:72:0c:27,[3],[-79.66666666666667],1
2965,4589,center,2018-02-13 12:48:03,c0:ee:fb:72:0c:27,"[2, 4]","[-67.81818181818181, -74.3]",2
2966,4589,center,2018-02-13 12:48:05,c0:ee:fb:72:0c:27,"[1, 3]","[-39.7, -80.11111111111111]",2
2967,4589,center,2018-02-13 12:48:07,c0:ee:fb:72:0c:27,[2],[-67.125],1
2968,4589,center,2018-02-13 12:48:09,c0:ee:fb:72:0c:27,"[1, 3, 4]","[-39.25, -80.57142857142857, -76.5]",3
2969,4589,center,2018-02-13 12:48:12,c0:ee:fb:72:0c:27,"[2, 3]","[-66.80645161290323, -80.5909090909091]",2
2970,4589,center,2018-02-13 12:48:13,c0:ee:fb:72:0c:27,"[1, 4]","[-42.869565217391305, -74.41176470588235]",2
2971,4589,center,2018-02-13 12:48:17,c0:ee:fb:72:0c:27,"[2, 3]","[-67.08333333333333, -80.0]",2
2972,4589,center,2018-02-13 12:48:18,c0:ee:fb:72:0c:27,"[1, 4]","[-40.611111111111114, -76.5]",2
2973,4589,center,2018-02-13 12:48:21,c0:ee:fb:72:0c:27,[3],[-81.38461538461539],1
2974,4589,center,2018-02-13 12:48:22,c0:ee:fb:72:0c:27,[4],[-76.25],1
2975,4589,center,2018-02-13 12:48:23,c0:ee:fb:72:0c:27,"[1, 2]","[-43.18181818181818, -66.0952380952381]",2
2976,4589,center,2018-02-13 12:48:25,c0:ee:fb:72:0c:27,"[3, 4]","[-81.0, -76.57142857142857]",2
2977,4589,center,2018-02-13 12:48:26,c0:ee:fb:72:0c:27,"[1, 2]","[-51.416666666666664, -66.6923076923077]",2
2978,4589,center,2018-02-13 12:48:27,c0:ee:fb:72:0c:27,[3],[-81.0],1
2979,4589,center,2018-02-13 12:48:29,c0:ee:fb:72:0c:27,"[1, 2, 4]","[-40.25, -66.8, -73.875]",3
2980,4589,center,2018-02-13 12:48:31,c0:ee:fb:72:0c:27,"[3, 4]","[-81.71428571428571, -76.33333333333333]",2
2981,4589,center,2018-02-13 12:48:32,c0:ee:fb:72:0c:27,[1],[-44.625],1
2982,4589,center,2018-02-13 12:48:34,c0:ee:fb:72:0c:27,"[2, 3]","[-67.6, -81.75]",2
2983,4589,center,2018-02-13 12:48:35,c0:ee:fb:72:0c:27,[4],[-76.28571428571429],1
2984,4589,center,2018-02-13 12:48:36,c0:ee:fb:72:0c:27,[1],[-43.875],1
2985,4589,center,2018-02-13 12:48:37,c0:ee:fb:72:0c:27,[2],[-68.14285714285714],1
2986,4589,center,2018-02-13 12:48:38,c0:ee:fb:72:0c:27,[3],[-82.14285714285714],1
2987,4589,center,2018-02-13 12:48:39,c0:ee:fb:72:0c:27,[4],[-73.75],1
2988,4589,center,2018-02-13 12:48:40,c0:ee:fb:72:0c:27,[1],[-44.6],1
2989,4589,center,2018-02-13 12:48:42,c0:ee:fb:72:0c:27,[2],[-66.8695652173913],1
2990,4589,center,2018-02-13 12:48:43,c0:ee:fb:72:0c:27,"[3, 4]","[-80.36363636363636, -75.85714285714286]",2
2991,4589,center,2018-02-13 12:48:46,c0:ee:fb:72:0c:27,[1],[-43.12],1
2992,4589,center,2018-02-13 12:48:48,c0:ee:fb:72:0c:27,"[3, 4]","[-80.4375, -74.21428571428571]",2
2993,4589,center,2018-02-13 12:48:49,c0:ee:fb:72:0c:27,[2],[-67.0],1
2994,4589,center,2018-02-13 12:48:50,c0:ee:fb:72:0c:27,[1],[-37.9],1
2995,4589,center,2018-02-13 12:48:51,c0:ee:fb:72:0c:27,"[3, 4]","[-82.0, -74.8]",2
2996,4589,center,2018-02-13 12:48:52,c0:ee:fb:72:0c:27,[2],[-65.75],1
2997,4589,center,2018-02-13 12:48:54,c0:ee:fb:72:0c:27,[1],[-40.57142857142857],1
2998,4589,center,2018-02-13 12:48:56,c0:ee:fb:72:0c:27,[2],[-64.9],1
2999,4589,center,2018-02-13 12:48:57,c0:ee:fb:72:0c:27,"[1, 3, 4]","[-53.15, -78.26666666666667, -71.4375]",3
3000,4589,center,2018-02-13 12:49:00,c0:ee:fb:72:0c:27,"[1, 2, 3, 4]","[-43.54545454545455, -66.0, -83.6, -74.81818181818181]",4
3001,4589,center,2018-02-13 12:49:02,c0:ee:fb:72:0c:27,[2],[-66.1],1
3002,4589,center,2018-02-13 12:49:03,c0:ee:fb:72:0c:27,"[1, 3, 4]","[-63.0, -80.57142857142857, -73.0]",3
3003,4589,center,2018-02-13 12:49:07,c0:ee:fb:72:0c:27,[3],[-80.3],1
3004,4589,center,2018-02-13 12:49:08,c0:ee:fb:72:0c:27,"[1, 2, 4]","[-40.0, -66.84615384615384, -74.57142857142857]",3
3005,4589,center,2018-02-13 12:49:13,c0:ee:fb:72:0c:27,"[3, 4]","[-79.53846153846153, -73.85714285714286]",2
3006,4589,center,2018-02-13 12:49:15,c0:ee:fb:72:0c:27,"[1, 2]","[-43.31578947368421, -64.75]",2
3007,4589,center,2018-02-13 12:49:18,c0:ee:fb:72:0c:27,[4],[-73.5],1
3008,4589,center,2018-02-13 12:49:19,c0:ee:fb:72:0c:27,[3],[-80.0],1
3009,4589,center,2018-02-13 12:49:20,c0:ee:fb:72:0c:27,"[1, 2]","[-40.9375, -66.28571428571429]",2
3010,4589,center,2018-02-13 12:49:25,c0:ee:fb:72:0c:27,"[3, 4]","[-83.25, -74.66666666666667]",2
3011,4589,center,2018-02-13 12:49:26,c0:ee:fb:72:0c:27,"[1, 2]","[-46.80952380952381, -67.95]",2
3012,4589,center,2018-02-13 12:49:28,c0:ee:fb:72:0c:27,[4],[-75.0],1
3013,4589,center,2018-02-13 12:49:29,c0:ee:fb:72:0c:27,"[1, 3]","[-41.46153846153846, -78.44444444444444]",2
3014,4589,center,2018-02-13 12:49:30,c0:ee:fb:72:0c:27,[2],[-66.1],1
3015,4589,center,2018-02-13 12:49:32,c0:ee:fb:72:0c:27,[4],[-74.625],1
3016,4589,center,2018-02-13 12:49:33,c0:ee:fb:72:0c:27,[3],[-79.13333333333334],1
3017,4589,center,2018-02-13 12:49:34,c0:ee:fb:72:0c:27,[1],[-38.23529411764706],1
3018,4589,center,2018-02-13 12:49:35,c0:ee:fb:72:0c:27,[2],[-64.53333333333333],1
3019,4589,center,2018-02-13 12:49:36,c0:ee:fb:72:0c:27,"[3, 4]","[-78.11111111111111, -75.0]",2
